IndividualID	Gender	Population
NA19740	2	MXL
NA19741	1	MXL
NA19742	1	MXL
NA19752	2	MXL
NA19753	1	MXL
NA19754	2	MXL
NA19764	2	MXL
NA19766	2	MXL
NA19792	1	MXL
NA19797	2	MXL
NA19798	1	MXL
NA19648	2	MXL
NA19649	1	MXL
NA19650	1	MXL
NA19669	2	MXL
NA19670	1	MXL
NA19671	2	MXL
NA19675	2	MXL
NA19676	1	MXL
NA19677	2	MXL
NA19651	2	MXL
NA19652	1	MXL
NA19653	2	MXL
NA19654	2	MXL
NA19655	1	MXL
NA19656	2	MXL
NA19657	2	MXL
NA19658	1	MXL
NA19659	2	MXL
NA19662	2	MXL
NA19678	2	MXL
NA19679	1	MXL
NA19680	2	MXL
NA19681	2	MXL
NA19682	1	MXL
NA19683	2	MXL
NA19660	2	MXL
NA19661	1	MXL
NA19684	2	MXL
NA19685	1	MXL
NA19686	2	MXL
NA19663	2	MXL
NA19664	1	MXL
NA19665	2	MXL
NA19716	2	MXL
NA19717	1	MXL
NA19718	2	MXL
NA19719	2	MXL
NA19720	1	MXL
NA19721	2	MXL
NA19722	2	MXL
NA19723	1	MXL
NA19724	1	MXL
NA19725	2	MXL
NA19726	1	MXL
NA19727	1	MXL
NA19728	2	MXL
NA19729	1	MXL
NA19730	2	MXL
NA19731	2	MXL
NA19732	1	MXL
NA19733	2	MXL
NA19746	2	MXL
NA19747	1	MXL
NA19748	2	MXL
NA19749	2	MXL
NA19750	1	MXL
NA19751	1	MXL
NA19755	2	MXL
NA19756	1	MXL
NA19757	1	MXL
NA19758	2	MXL
NA19759	1	MXL
NA19760	2	MXL
NA19761	2	MXL
NA19762	1	MXL
NA19763	2	MXL
NA19770	2	MXL
NA19771	1	MXL
NA19772	1	MXL
NA19785	2	MXL
NA19786	1	MXL
NA19787	1	MXL
NA19773	2	MXL
NA19774	1	MXL
NA19775	2	MXL
NA19776	2	MXL
NA19777	1	MXL
NA19778	1	MXL
NA19779	2	MXL
NA19780	1	MXL
NA19781	2	MXL
NA19782	2	MXL
NA19783	1	MXL
NA19784	1	MXL
NA19788	2	MXL
NA19789	1	MXL
NA19790	2	MXL
NA19794	2	MXL
NA19795	1	MXL
NA19796	1	MXL
HG01565	1	PEL
HG01566	2	PEL
HG01567	2	PEL
HG01571	1	PEL
HG01572	2	PEL
HG01573	2	PEL
HG01577	1	PEL
HG01578	2	PEL
HG01579	1	PEL
HG01917	1	PEL
HG01918	2	PEL
HG01919	2	PEL
HG01892	1	PEL
HG01893	2	PEL
HG01898	2	PEL
HG01920	1	PEL
HG01921	2	PEL
HG01922	2	PEL
HG01923	1	PEL
HG01924	2	PEL
HG01925	2	PEL
HG01926	1	PEL
HG01927	2	PEL
HG01928	1	PEL
HG01932	1	PEL
HG01933	2	PEL
HG01934	1	PEL
HG01935	1	PEL
HG01936	2	PEL
HG01937	1	PEL
HG01938	1	PEL
HG01939	2	PEL
HG01940	2	PEL
HG01941	1	PEL
HG01942	2	PEL
HG01943	1	PEL
HG01944	1	PEL
HG01945	2	PEL
HG01946	1	PEL
HG01947	1	PEL
HG01948	2	PEL
HG01949	2	PEL
HG01950	1	PEL
HG01951	2	PEL
HG01952	1	PEL
HG01953	1	PEL
HG01954	2	PEL
HG01955	2	PEL
HG01967	1	PEL
HG01968	2	PEL
HG01969	2	PEL
HG01970	1	PEL
HG01971	2	PEL
HG01972	2	PEL
HG01961	1	PEL
HG01965	2	PEL
HG01973	2	PEL
HG01974	1	PEL
HG01975	2	PEL
HG01976	2	PEL
HG01977	1	PEL
HG01978	2	PEL
HG01979	1	PEL
HG01980	2	PEL
HG01981	2	PEL
HG01982	1	PEL
HG01983	2	PEL
HG01984	1	PEL
HG01991	1	PEL
HG01992	2	PEL
HG01993	2	PEL
HG01995	2	PEL
HG01997	2	PEL
HG01998	1	PEL
HG02008	1	PEL
HG02002	1	PEL
HG02003	2	PEL
HG02004	2	PEL
HG02006	2	PEL
HG02089	2	PEL
HG02090	1	PEL
HG02091	2	PEL
HG02102	2	PEL
HG02104	1	PEL
HG02105	2	PEL
HG02106	2	PEL
HG02146	1	PEL
HG02147	2	PEL
HG02148	2	PEL
HG02150	1	PEL
HG02252	2	PEL
HG02253	1	PEL
HG02254	2	PEL
HG02259	1	PEL
HG02260	2	PEL
HG02261	1	PEL
HG02262	1	PEL
HG02265	1	PEL
HG02266	2	PEL
HG02267	2	PEL
HG02271	1	PEL
HG02272	2	PEL
HG02273	2	PEL
HG02274	1	PEL
HG02275	2	PEL
HG02276	2	PEL
HG02277	1	PEL
HG02278	2	PEL
HG02279	1	PEL
HG02285	1	PEL
HG02286	2	PEL
HG02287	2	PEL
HG02288	1	PEL
HG02291	1	PEL
HG02292	2	PEL
HG02293	2	PEL
HG02298	2	PEL
HG02299	1	PEL
HG02300	1	PEL
HG02301	2	PEL
HG02302	1	PEL
HG02303	2	PEL
HG02304	1	PEL
HG02312	2	PEL
HG02344	1	PEL
HG02345	2	PEL
HG02347	1	PEL
HG02348	2	PEL
HG02415	2	PEL
HG02425	2	PEL
HG03022	2	PJL
HG01583	1	PJL
HG01586	1	PJL
HG01589	1	PJL
HG01590	2	PJL
HG01593	2	PJL
HG01594	1	PJL
HG02490	1	PJL
HG02491	2	PJL
HG02492	1	PJL
HG02493	1	PJL
HG02494	2	PJL
HG02495	2	PJL
HG02597	1	PJL
HG02599	1	PJL
HG02600	1	PJL
HG02601	2	PJL
HG02602	1	PJL
HG02603	1	PJL
HG02604	2	PJL
HG02605	2	PJL
HG02648	1	PJL
HG02649	2	PJL
HG02650	1	PJL
HG02651	1	PJL
HG02652	2	PJL
HG02653	2	PJL
HG02654	1	PJL
HG02655	2	PJL
HG02656	1	PJL
HG02657	1	PJL
HG02658	2	PJL
HG02659	2	PJL
HG02660	1	PJL
HG02661	2	PJL
HG02662	2	PJL
HG02681	1	PJL
HG02682	2	PJL
HG02683	2	PJL
HG02684	1	PJL
HG02685	2	PJL
HG02686	1	PJL
HG02687	1	PJL
HG02688	2	PJL
HG02689	1	PJL
HG02690	1	PJL
HG02691	2	PJL
HG02692	2	PJL
HG02694	2	PJL
HG02696	1	PJL
HG02697	2	PJL
HG02698	1	PJL
HG02699	1	PJL
HG02700	2	PJL
HG02701	1	PJL
HG02724	1	PJL
HG02725	2	PJL
HG02726	2	PJL
HG02727	1	PJL
HG02728	2	PJL
HG02729	1	PJL
HG02731	2	PJL
HG02733	1	PJL
HG02734	2	PJL
HG02735	1	PJL
HG02736	1	PJL
HG02737	2	PJL
HG02738	1	PJL
HG02774	1	PJL
HG02775	2	PJL
HG02776	2	PJL
HG02778	2	PJL
HG02779	1	PJL
HG02780	1	PJL
HG02781	2	PJL
HG02783	1	PJL
HG02784	2	PJL
HG02785	2	PJL
HG02786	1	PJL
HG02787	2	PJL
HG02788	2	PJL
HG02789	1	PJL
HG02790	2	PJL
HG02791	1	PJL
HG02792	1	PJL
HG02793	2	PJL
HG02794	1	PJL
HG03015	1	PJL
HG03016	2	PJL
HG03017	1	PJL
HG03018	1	PJL
HG03019	2	PJL
HG03021	1	PJL
HG03023	1	PJL
HG03228	1	PJL
HG03229	2	PJL
HG03230	2	PJL
HG03234	1	PJL
HG03235	2	PJL
HG03236	2	PJL
HG03237	1	PJL
HG03238	2	PJL
HG03239	2	PJL
HG03487	1	PJL
HG03488	2	PJL
HG03489	1	PJL
HG03490	1	PJL
HG03491	2	PJL
HG03492	1	PJL
HG03618	1	PJL
HG03619	2	PJL
HG03620	2	PJL
HG03621	1	PJL
HG03624	1	PJL
HG03625	2	PJL
HG03626	2	PJL
HG03629	1	PJL
HG03631	2	PJL
HG03633	1	PJL
HG03634	2	PJL
HG03635	2	PJL
HG03636	1	PJL
HG03638	2	PJL
HG03639	1	PJL
HG03640	2	PJL
HG03641	1	PJL
HG03649	1	PJL
HG03650	2	PJL
HG03651	1	PJL
HG03652	1	PJL
HG03653	2	PJL
HG03654	1	PJL
HG03656	2	PJL
HG03657	1	PJL
HG03660	1	PJL
HG03663	1	PJL
HG03667	1	PJL
HG03668	2	PJL
HG03669	2	PJL
HG03699	1	PJL
HG03700	2	PJL
HG03701	1	PJL
HG03702	1	PJL
HG03703	2	PJL
HG03704	2	PJL
HG03705	1	PJL
HG03706	2	PJL
HG03707	1	PJL
HG03708	1	PJL
HG03709	2	PJL
HG03710	1	PJL
HG03761	1	PJL
HG03762	2	PJL
HG03763	1	PJL
HG03765	2	PJL
HG03766	1	PJL
HG03767	1	PJL
HG03769	1	PJL
HG00551	2	PUR
HG00552	1	PUR
HG01075	1	PUR
HG00553	1	PUR
HG00554	2	PUR
HG00555	2	PUR
HG00637	1	PUR
HG00638	2	PUR
HG00639	2	PUR
HG00640	1	PUR
HG00641	2	PUR
HG00642	1	PUR
HG00731	1	PUR
HG00732	2	PUR
HG00733	2	PUR
HG00734	2	PUR
HG00735	2	PUR
HG01047	1	PUR
HG00736	1	PUR
HG00737	2	PUR
HG00738	1	PUR
HG01048	1	PUR
HG01049	2	PUR
HG01050	2	PUR
HG00739	1	PUR
HG00740	2	PUR
HG00741	2	PUR
HG00742	1	PUR
HG00743	2	PUR
HG01051	1	PUR
HG01052	2	PUR
HG01053	2	PUR
HG01054	1	PUR
HG01055	2	PUR
HG01056	1	PUR
HG01058	2	PUR
HG01060	1	PUR
HG01061	2	PUR
HG01062	2	PUR
HG01063	1	PUR
HG01064	2	PUR
HG01066	1	PUR
HG01067	2	PUR
HG01068	2	PUR
HG01069	1	PUR
HG01070	2	PUR
HG01071	2	PUR
HG01072	1	PUR
HG01073	2	PUR
HG01074	1	PUR
HG01101	1	PUR
HG01102	2	PUR
HG01103	2	PUR
HG01077	2	PUR
HG01079	1	PUR
HG01080	2	PUR
HG01081	2	PUR
HG01241	1	PUR
HG01242	2	PUR
HG01243	1	PUR
HG01170	1	PUR
HG01171	2	PUR
HG01172	1	PUR
HG01104	1	PUR
HG01105	2	PUR
HG01106	1	PUR
HG01085	1	PUR
HG01086	2	PUR
HG01087	2	PUR
HG01088	1	PUR
HG01089	2	PUR
HG01090	1	PUR
HG01082	1	PUR
HG01083	2	PUR
HG01084	2	PUR
HG01094	1	PUR
HG01095	2	PUR
HG01096	1	PUR
HG01092	2	PUR
HG01097	1	PUR
HG01098	2	PUR
HG01099	1	PUR
HG01100	2	PUR
HG01247	1	PUR
HG01248	2	PUR
HG01107	1	PUR
HG01108	2	PUR
HG01109	1	PUR
HG01110	1	PUR
HG01111	2	PUR
HG01249	2	PUR
HG01161	1	PUR
HG01162	2	PUR
HG01173	1	PUR
HG01174	2	PUR
HG01175	2	PUR
HG01164	1	PUR
HG01187	1	PUR
HG01188	2	PUR
HG01189	1	PUR
HG01167	1	PUR
HG01168	2	PUR
HG01169	2	PUR
HG01190	1	PUR
HG01191	2	PUR
HG01192	1	PUR
HG01176	1	PUR
HG01177	2	PUR
HG01178	1	PUR
HG01182	1	PUR
HG01183	2	PUR
HG01184	2	PUR
HG01195	2	PUR
HG01197	1	PUR
HG01198	2	PUR
HG01199	1	PUR
HG01200	1	PUR
HG01204	1	PUR
HG01205	2	PUR
HG01206	1	PUR
HG01286	1	PUR
HG01301	2	PUR
HG01302	1	PUR
HG01303	2	PUR
HG01305	1	PUR
HG01308	1	PUR
HG01311	1	PUR
HG01312	2	PUR
HG01411	1	PUR
HG01322	1	PUR
HG01323	2	PUR
HG01324	2	PUR
HG01325	1	PUR
HG01326	2	PUR
HG01327	1	PUR
HG01392	1	PUR
HG01393	2	PUR
HG01394	2	PUR
HG01395	1	PUR
HG01396	2	PUR
HG01397	2	PUR
HG01398	1	PUR
HG01402	1	PUR
HG01403	2	PUR
HG01404	2	PUR
HG01405	1	PUR
HG01412	1	PUR
HG01413	1	PUR
HG01414	2	PUR
HG01415	2	PUR
HG03646	1	STU
HG03645	2	STU
HG03643	2	STU
HG03644	1	STU
HG03642	2	STU
HG03679	1	STU
HG04204	1	STU
HG04215	1	STU
HG03999	1	STU
HG03672	1	STU
HG03680	1	STU
HG03673	2	STU
HG03948	2	STU
HG04040	1	STU
HG03681	1	STU
HG03682	1	STU
HG03683	2	STU
HG03684	2	STU
HG03685	1	STU
HG03951	2	STU
HG03686	1	STU
HG03687	1	STU
HG03688	1	STU
HG03885	1	STU
HG03886	2	STU
HG03689	2	STU
HG03690	2	STU
HG03691	1	STU
HG03692	2	STU
HG03693	1	STU
HG03995	2	STU
HG03694	1	STU
HG03695	1	STU
HG03696	1	STU
HG03835	2	STU
HG03840	1	STU
HG03697	1	STU
HG03698	2	STU
HG03711	1	STU
HG03740	1	STU
HG03741	2	STU
HG03884	2	STU
HG03733	2	STU
HG03736	2	STU
HG03738	1	STU
HG03743	1	STU
HG03757	2	STU
HG03744	1	STU
HG03745	1	STU
HG03746	1	STU
HG03888	2	STU
HG03750	1	STU
HG03754	2	STU
HG03755	1	STU
HG03756	2	STU
HG03752	2	STU
HG03753	1	STU
HG03760	2	STU
HG03836	2	STU
HG03842	2	STU
HG03844	1	STU
HG04033	1	STU
HG03838	2	STU
HG04006	1	STU
HG03837	1	STU
HG03846	1	STU
HG03845	1	STU
HG03849	2	STU
HG03850	1	STU
HG03847	1	STU
HG03848	1	STU
HG03851	1	STU
HG03858	2	STU
HG03950	1	STU
HG03857	2	STU
HG03982	1	STU
HG03856	1	STU
HG03854	1	STU
HG04035	2	STU
HG03887	1	STU
HG03986	2	STU
HG03895	2	STU
HG03890	1	STU
HG03894	2	STU
HG03896	1	STU
HG04115	1	STU
HG03898	2	STU
HG03899	1	STU
HG03897	2	STU
HG03900	1	STU
HG03943	1	STU
HG03944	2	STU
HG03992	1	STU
HG04036	2	STU
HG04067	2	STU
HG03945	2	STU
HG03947	2	STU
HG03955	2	STU
HG04114	1	STU
HG03953	1	STU
HG03949	2	STU
HG03990	1	STU
HG03991	1	STU
HG03985	1	STU
HG03988	1	STU
HG03989	2	STU
HG03998	1	STU
HG04003	1	STU
HG04029	2	STU
HG04197	2	STU
HG04037	2	STU
HG04038	2	STU
HG04042	2	STU
HG04039	1	STU
HG04047	2	STU
HG04106	2	STU
HG04107	1	STU
HG04208	2	STU
HG04210	1	STU
HG04075	2	STU
HG04122	1	STU
HG04127	1	STU
HG04099	2	STU
HG04100	1	STU
HG04199	1	STU
HG04227	2	STU
HG04228	1	STU
HG04229	1	STU
NA20502	2	TSI
NA20503	2	TSI
NA20504	2	TSI
NA20505	2	TSI
NA20506	2	TSI
NA20507	2	TSI
NA20508	2	TSI
NA20509	1	TSI
NA20510	1	TSI
NA20511	1	TSI
NA20512	1	TSI
NA20513	1	TSI
NA20514	2	TSI
NA20515	1	TSI
NA20516	1	TSI
NA20517	2	TSI
NA20518	1	TSI
NA20519	1	TSI
NA20520	1	TSI
NA20521	1	TSI
NA20522	2	TSI
NA20524	1	TSI
NA20525	1	TSI
NA20526	2	TSI
NA20527	1	TSI
NA20528	1	TSI
NA20529	2	TSI
NA20530	2	TSI
NA20531	2	TSI
NA20532	1	TSI
NA20533	2	TSI
NA20534	1	TSI
NA20535	2	TSI
NA20536	1	TSI
NA20537	1	TSI
NA20538	1	TSI
NA20539	1	TSI
NA20540	2	TSI
NA20541	2	TSI
NA20542	2	TSI
NA20543	1	TSI
NA20544	1	TSI
NA20581	1	TSI
NA20582	2	TSI
NA20585	2	TSI
NA20586	1	TSI
NA20587	2	TSI
NA20588	1	TSI
NA20589	2	TSI
NA20752	1	TSI
NA20753	2	TSI
NA20754	1	TSI
NA20755	1	TSI
NA20756	2	TSI
NA20757	2	TSI
NA20758	1	TSI
NA20759	1	TSI
NA20760	2	TSI
NA20761	2	TSI
NA20762	1	TSI
NA20763	1	TSI
NA20764	2	TSI
NA20765	1	TSI
NA20766	2	TSI
NA20767	1	TSI
NA20768	2	TSI
NA20769	2	TSI
NA20770	1	TSI
NA20771	2	TSI
NA20772	2	TSI
NA20773	2	TSI
NA20774	2	TSI
NA20775	2	TSI
NA20778	1	TSI
NA20783	1	TSI
NA20785	1	TSI
NA20786	2	TSI
NA20787	1	TSI
NA20790	2	TSI
NA20792	1	TSI
NA20795	2	TSI
NA20796	1	TSI
NA20797	2	TSI
NA20798	1	TSI
NA20799	2	TSI
NA20800	2	TSI
NA20801	1	TSI
NA20802	2	TSI
NA20803	1	TSI
NA20804	2	TSI
NA20805	1	TSI
NA20806	1	TSI
NA20807	2	TSI
NA20808	2	TSI
NA20809	1	TSI
NA20810	1	TSI
NA20811	1	TSI
NA20812	1	TSI
NA20813	2	TSI
NA20814	1	TSI
NA20815	1	TSI
NA20816	1	TSI
NA20818	2	TSI
NA20819	2	TSI
NA20821	2	TSI
NA20822	2	TSI
NA20826	2	TSI
NA20827	1	TSI
NA20828	2	TSI
NA20829	1	TSI
NA20831	1	TSI
NA20832	2	TSI
NA18484	2	YRI
NA18486	1	YRI
NA18488	2	YRI
NA18485	1	YRI
NA18487	1	YRI
NA18489	2	YRI
NA18497	1	YRI
NA18498	1	YRI
NA18499	2	YRI
NA18500	1	YRI
NA18501	1	YRI
NA18502	2	YRI
NA18503	1	YRI
NA18504	1	YRI
NA18505	2	YRI
NA19107	1	YRI
NA19108	2	YRI
NA19109	2	YRI
NA18867	2	YRI
NA18868	1	YRI
NA18869	1	YRI
NA18506	1	YRI
NA18507	1	YRI
NA18508	2	YRI
NA18509	1	YRI
NA18511	2	YRI
NA18510	1	YRI
NA18858	2	YRI
NA18859	1	YRI
NA18860	1	YRI
NA18515	1	YRI
NA18516	1	YRI
NA18517	2	YRI
NA18518	2	YRI
NA18519	1	YRI
NA18520	2	YRI
NA18521	1	YRI
NA18522	1	YRI
NA18523	2	YRI
NA18870	2	YRI
NA18871	1	YRI
NA18872	1	YRI
NA18852	2	YRI
NA18853	1	YRI
NA18854	1	YRI
NA18873	2	YRI
NA18874	1	YRI
NA18875	2	YRI
NA18876	2	YRI
NA18877	1	YRI
NA18906	2	YRI
NA18878	2	YRI
NA18879	1	YRI
NA18881	2	YRI
NA18855	2	YRI
NA18856	1	YRI
NA18857	1	YRI
NA18861	2	YRI
NA18862	1	YRI
NA18863	1	YRI
NA19105	2	YRI
NA18907	2	YRI
NA19252	1	YRI
NA18908	1	YRI
NA18864	2	YRI
NA18865	1	YRI
NA18909	2	YRI
NA18910	1	YRI
NA18911	1	YRI
NA18912	2	YRI
NA18913	1	YRI
NA18914	1	YRI
NA18915	1	YRI
NA18916	2	YRI
NA18917	1	YRI
NA18930	2	YRI
NA18923	1	YRI
NA18924	2	YRI
NA18925	1	YRI
NA19197	2	YRI
NA19198	1	YRI
NA19199	2	YRI
NA18933	2	YRI
NA18934	1	YRI
NA18935	1	YRI
NA19184	1	YRI
NA19185	2	YRI
NA19186	1	YRI
NA19092	1	YRI
NA19093	2	YRI
NA19094	2	YRI
NA19095	2	YRI
NA19096	1	YRI
NA19097	2	YRI
NA19101	1	YRI
NA19102	2	YRI
NA19103	1	YRI
NA19137	2	YRI
NA19138	1	YRI
NA19139	1	YRI
NA19175	1	YRI
NA19176	2	YRI
NA19177	1	YRI
NA19200	1	YRI
NA19201	2	YRI
NA19202	2	YRI
NA19171	1	YRI
NA19172	2	YRI
NA19173	1	YRI
NA19203	1	YRI
NA19204	2	YRI
NA19205	1	YRI
NA19166	2	YRI
NA19209	2	YRI
NA19210	1	YRI
NA19211	1	YRI
NA19206	2	YRI
NA19207	1	YRI
NA19208	1	YRI
NA19159	2	YRI
NA19160	1	YRI
NA19161	1	YRI
NA19224	1	YRI
NA19225	2	YRI
NA19226	1	YRI
NA19221	2	YRI
NA19222	2	YRI
NA19223	1	YRI
NA19116	2	YRI
NA19119	1	YRI
NA19120	1	YRI
NA19121	1	YRI
NA19122	2	YRI
NA19123	1	YRI
NA19254	2	YRI
NA19140	2	YRI
NA19141	1	YRI
NA19142	1	YRI
NA19152	2	YRI
NA19153	1	YRI
NA19154	1	YRI
NA19149	2	YRI
NA19150	1	YRI
NA19151	2	YRI
NA19143	2	YRI
NA19144	1	YRI
NA19145	1	YRI
NA19146	1	YRI
NA19147	2	YRI
NA19148	2	YRI
NA19127	2	YRI
NA19128	1	YRI
NA19129	2	YRI
NA19113	1	YRI
NA19114	2	YRI
NA19115	2	YRI
NA19104	1	YRI
NA19256	1	YRI
NA19257	2	YRI
NA19258	1	YRI
NA19117	1	YRI
NA19118	2	YRI
NA19174	1	YRI
NA19130	1	YRI
NA19131	2	YRI
NA19132	2	YRI
NA19098	1	YRI
NA19099	2	YRI
NA19100	2	YRI
NA19195	1	YRI
NA19196	2	YRI
NA19213	1	YRI
NA19214	2	YRI
NA19215	2	YRI
NA19189	1	YRI
NA19190	2	YRI
NA19191	1	YRI
NA19235	2	YRI
NA19236	1	YRI
NA19237	2	YRI
NA19238	2	YRI
NA19239	1	YRI
NA19240	2	YRI
NA19247	2	YRI
NA19248	1	YRI
NA19249	1	YRI
